Test_id;Fault_Type;Target_Component;Target_Class;Target_Function;Fault_Location;Line
Test_151;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_get_instance;return instance;2312
Test_152;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._notify_about_instance_usage(context, instance, 'create.start', extra_usage_info={'image_name';1975
Test_153;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_do_build_and_run_instance;self._build_and_run_instance(context, instance, image, decoded_files, admin_password, requested_networks, security_groups, block_device_mapping, node, limits, filter_properties);1852
Test_154;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_device_names_for_instance;self.driver.default_device_names_for_instance(instance, root_device_name, *block_device_lists);1497
Test_155;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._notify_about_instance_usage(context, instance, 'create.end', extra_usage_info={'message';2129
Test_156;OPENSTACK_MISSING_PARAMETERS-NETWORK;/nova/network/neutronv2/api.py;API;_get_available_networks;_ensure_requested_network_ordering((lambda x;363
Test_157;OPENSTACK_MISSING_PARAMETERS-NETWORK;/nova/api/openstack/compute/servers.py;ServersController;_get_requested_networks;self._validate_network_id(request.network_id, network_uuids);422
Test_158;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;block_device_mapping_get_all_by_instance_uuids;return _block_device_mapping_get_query(context).filter(models.BlockDeviceMapping.instance_uuid.in_(instance_uuids)).all();4213
Test_159;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/notifications/base.py;None;send_update;send_instance_update_notification(context, new_instance, service=service, host=host, old_display_name=old_display_name);137
Test_160;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/notifications/base.py;None;send_instance_update_notification;_send_versioned_instance_update(context, instance, payload, host, service);251
Test_161;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/base_api.py;NetworkAPI;get_instance_nw_info;update_instance_cache_with_nw_info(self, context, instance, nw_info=result, update_cells=update_cells);261
Test_162;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/base_api.py;None;wrapper;update_instance_cache_with_nw_info(self, context, instance, nw_info=res);84
Test_163;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;block_device_mapping_get_all_by_instance;return _block_device_mapping_get_query(context).filter_by(instance_uuid=instance_uuid).all();4220
Test_164;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/neutronv2/api.py;API;deallocate_for_instance;base_api.update_instance_cache_with_nw_info(self, context, instance, network_model.NetworkInfo([]));1214
Test_165;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/neutronv2/api.py;API;_get_instance_nw_info;compute_utils.refresh_info_cache_for_instance(context, instance);1319
Test_166;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/network/neutronv2/api.py;API;deallocate_for_instance;objects.VirtualInterface.delete_by_instance_uuid(context, instance.uuid);1207
Test_167;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;_get_server;req.cache_db_instance(instance);347
Test_168;URLPARSE_MISSING_FUNCTION_CALL-URLSPLIT_IN_VAR;/nova/api/openstack/common.py;None;remove_trailing_version_from_href;parsed_url = urlparse.urlsplit(href);266
Test_169;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/notifications/base.py;None;send_update_with_states;send_instance_update_notification(context, instance, old_vm_state=old_vm_state, old_task_state=old_task_state, new_vm_state=new_vm_state, new_task_state=new_task_state, service=service, host=host);179
Test_170;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/api/openstack/compute/servers.py;ServersController;_get_requested_networks;self._validate_network_id(request.network_id, network_uuids);422
Test_171;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_provision_instances;return instances_to_build;989
Test_172;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/conductor/api.py;ComputeTaskAPI;schedule_and_build_instances;self.conductor_compute_rpcapi.schedule_and_build_instances(context, build_requests, request_spec, image, admin_password, injected_files, requested_networks, block_device_mapping, tags);130
Test_173;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances;self.compute_rpcapi.build_and_run_instance(cctxt, instance=instance, image=image, request_spec=request_spec, filter_properties=filter_props, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, security_groups=legacy_secgroups, block_device_mapping=instance_bdms, host=host['host'], node=host['nodename'], limits=host['limits']);1201
Test_174;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/objects/request_spec.py;RequestSpec;from_components;spec_obj._from_instance_pci_requests(pci_requests);418
Test_175;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/objects/build_request.py;BuildRequest;_from_db_object;req._load_instance(db_req['instance']);162
Test_176;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/handler.py;MetadataRequestHandler;get_metadata_by_instance_id;return data;79
Test_177;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/handler.py;MetadataRequestHandler;_get_meta_by_instance_id;return meta_data;304
Test_178;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/handler.py;MetadataRequestHandler;get_metadata_by_instance_id;return data;89
Test_179;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/network/neutronv2/api.py;API;_get_instance_nw_info;return network_model.NetworkInfo.hydrate(nw_info);1323
Test_180;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/base.py;RouteConfiguration;get_metadata_by_instance_id;return InstanceMetadata(instance, address);709
Test_181;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/metadata/base.py;RouteConfiguration;_format_instance_mapping;return block_device.instance_block_mapping(instance, bdms);715
Test_182;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/ec2/ec2utils.py;None;get_int_id_from_instance_uuid;return imap.id;301
Test_183;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_bdm_validate_set_size_and_instance;return instance_block_device_mapping;1275
Test_184;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/network/neutronv2/api.py;API;_ports_needed_per_instance;return ports_needed_per_instance;1684
Test_185;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/ec2/ec2utils.py;None;get_ip_info_for_instance_from_nw_info;return ip_info;159
Test_186;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/openstack/wsgi.py;Request;get_db_instances;return self.get_db_items('instances');133
Test_187;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/openstack/compute/extended_volumes.py;ExtendedVolumesController;_get_instance_bdms;return bdms.get(server['id'], []);86
Test_188;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/openstack/wsgi.py;Request;get_db_instance;return self.get_db_item('instances', instance_uuid);136
Test_189;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/api/openstack/common.py;ViewBuilder;get_instance;return compute_api.get(context, instance_id, expected_attrs=expected_attrs);477
Test_190;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/api.py;API;_create_instance;self.compute_task_api.schedule_and_build_instances(context, build_requests=build_requests, request_spec=request_specs, image=boot_meta, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, block_device_mapping=block_device_mapping, tags=tags);1170
Test_191;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_block_device_names;self._default_device_names_for_instance(instance, root_device_name, ephemerals, swap, block_device_mapping);1555
Test_192;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/api.py;API;delete;self._delete_instance(context, instance);2171
Test_193;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/block_device.py;BlockDeviceDict;_validate;validate_and_default_volume_size(bdm_dict);121
Test_194;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_notify_about_instance_usage;compute_utils.notify_about_instance_usage(self.notifier, context, instance, event_suffix, network_info=network_info, system_metadata=system_metadata, extra_usage_info=extra_usage_info, fault=fault);1663
Test_195;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/api.py;API;_populate_instance_for_create;self._populate_instance_names(instance, num_instances);1513
Test_196;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/api.py;API;create_db_entry_for_new_instance;self._populate_instance_for_create(context, instance, image, index, security_group, instance_type, num_instances, shutdown_terminate);1565
Test_197;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_notify_about_instance_usage;compute_utils.notify_about_instance_usage(self.notifier, context, instance, event_suffix, network_info=network_info, system_metadata=system_metadata, extra_usage_info=extra_usage_info, fault=fault);1663
Test_198;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;compute_utils.notify_about_instance_create(context, instance, self.host, phase=fields.NotificationPhase.START);1977
Test_199;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_deallocate_network;self.network_api.deallocate_for_instance(context, instance, requested_networks=requested_networks);1680
Test_200;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance;self._notify_about_instance_usage(context, instance, 'delete.start');2432
Test_201;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;compute_utils.notify_about_instance_create(context, instance, self.host, phase=fields.NotificationPhase.END);2132
Test_202;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;create_db_entry_for_new_instance;return instance;1572
Test_203;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._update_instance_after_spawn(context, instance);2115
Test_204;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._validate_instance_group_policy(context, instance, filter_properties);1994
Test_205;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion;self._notify_about_instance_usage(context, instance, 'delete.end', system_metadata=system_meta);758
Test_206;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;bad_volumes_callback;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.REBOOT, phase=fields.NotificationPhase.END);3163
Test_207;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;reboot_instance;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.REBOOT, phase=fields.NotificationPhase.START);3085
Test_208;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_process_instance_vif_deleted_event;base_net_api.update_instance_cache_with_nw_info(self.network_api, context, instance, nw_info=network_info);7001
Test_209;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_do_build_and_run_instance;self._build_and_run_instance(context, instance, image, decoded_files, admin_password, requested_networks, security_groups, block_device_mapping, node, limits, filter_properties);1852
Test_210;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_block_device_names;self._default_device_names_for_instance(instance, root_device_name, ephemerals, swap, block_device_mapping);1555
Test_211;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_heal_instance_info_cache;self.network_api.get_instance_nw_info(context, instance);6121
Test_212;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;bad_volumes_callback;self._notify_about_instance_usage(context, instance, 'reboot.end');3162
Test_213;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;handle_lifecycle_event;self._sync_instance_power_state(context, instance, vm_power_state);1092
Test_214;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_update_scheduler_instance_info;self.scheduler_client.update_instance_info(context, self.host, instance);1638
Test_215;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._notify_about_instance_usage(context, instance, 'create.start', extra_usage_info={'image_name';1975
Test_216;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_device_names_for_instance;self.driver.default_device_names_for_instance(instance, root_device_name, *block_device_lists);1497
Test_217;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_update_instance_after_spawn;configdrive.update_instance(instance);1622
Test_218;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;do_terminate_instance;do_terminate_instance(instance, bdms);2521
Test_219;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_scheduler_instance_info;self.scheduler_client.delete_instance_info(context, self.host, instance_uuid);1646
Test_220;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_sync_scheduler_instance_info;self.scheduler_client.sync_instance_info(context, self.host, uuids);1658
Test_221;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;external_instance_event;self.network_api.get_instance_nw_info(context, instance);7082
Test_222;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/manager.py;SchedulerManager;sync_instance_info;self.driver.host_manager.sync_instance_info(context, host_name, instance_uuids);190
Test_223;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/manager.py;SchedulerManager;delete_instance_info;self.driver.host_manager.delete_instance_info(context, host_name, instance_uuid);183
Test_224;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/manager.py;SchedulerManager;update_instance_info;self.driver.host_manager.update_instance_info(context, host_name, instance_info);176
Test_225;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/__init__.py;SchedulerClient;delete_instance_info;self.queryclient.delete_instance_info(context, host_name, instance_uuid);75
Test_226;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/__init__.py;SchedulerClient;update_instance_info;self.queryclient.update_instance_info(context, host_name, instance_info);71
Test_227;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.START);2434
Test_228;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/__init__.py;SchedulerClient;sync_instance_info;self.queryclient.sync_instance_info(context, host_name, instance_uuids);79
Test_229;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/query.py;SchedulerQueryClient;sync_instance_info;self.scheduler_rpcapi.sync_instance_info(context, host_name, instance_uuids);85
Test_230;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/query.py;SchedulerQueryClient;delete_instance_info;self.scheduler_rpcapi.delete_instance_info(context, host_name, instance_uuid);71
Test_231;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/scheduler/client/query.py;SchedulerQueryClient;update_instance_info;self.scheduler_rpcapi.update_instance_info(context, host_name, instance_info);60
Test_232;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/notifications/base.py;None;send_update_with_states;send_instance_update_notification(context, instance, old_vm_state=old_vm_state, old_task_state=old_task_state, new_vm_state=new_vm_state, new_task_state=new_task_state, service=service, host=host);179
Test_233;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;spawn;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, post_xml_callback=gen_confdrive, destroy_disks_on_failure=True);2899
Test_234;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/notifications/base.py;None;send_update;send_instance_update_notification(context, new_instance, service=service, host=host, old_display_name=old_display_name);137
Test_235;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/notifications/base.py;None;send_instance_update_notification;_send_versioned_instance_update(context, instance, payload, host, service);251
Test_236;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._notify_about_instance_usage(context, instance, 'create.end', extra_usage_info={'message';2129
Test_237;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/network/base_api.py;None;wrapper;update_instance_cache_with_nw_info(self, context, instance, nw_info=res);84
Test_238;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/network/neutronv2/api.py;API;deallocate_for_instance;objects.VirtualInterface.delete_by_instance_uuid(context, instance.uuid);1207
Test_239;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/network/neutronv2/api.py;API;deallocate_for_instance;base_api.update_instance_cache_with_nw_info(self, context, instance, network_model.NetworkInfo([]));1214
Test_240;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;_get_servers;req.cache_db_instances(instance_list);326
Test_241;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;create;req.cache_db_instances(instances);637
Test_242;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;get_instances_host_statuses;return host_statuses;4345
Test_243;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;_get_server;req.cache_db_instance(instance);347
Test_244;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;cleanup;self.unfilter_instance(instance, network_info);945
Test_245;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/objects/instance.py;Instance;_handle_cell_update_from_api;db.instance_extra_update_by_uuid(context, self.uuid, self._extra_values_to_save);749
Test_246;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_update;_instance_metadata_update_in_place(context, instance_ref, 'system_metadata', models.InstanceSystemMetadata, system_metadata);2811
Test_247;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/objects/request_spec.py;RequestSpec;from_components;spec_obj._from_instance_numa_topology(numa_topology);419
Test_248;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/objects/build_request.py;BuildRequest;_from_db_object;req._load_instance(db_req['instance']);162
Test_249;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_get_sec_group_models;ec2_instance_create(context, instance_ref['uuid']);1830
Test_250;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/api.py;ComputeTaskAPI;schedule_and_build_instances;self.conductor_compute_rpcapi.schedule_and_build_instances(context, build_requests, request_spec, image, admin_password, injected_files, requested_networks, block_device_mapping, tags);130
Test_251;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances;objects.BuildRequest.get_by_instance_uuid(context, instance.uuid);1109
Test_252;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances;compute_utils.check_num_instances_quota(context, instance.flavor, 0, 0, orig_num_req=len(build_requests));1136
Test_253;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/objects/request_spec.py;RequestSpec;from_components;spec_obj._from_instance_pci_requests(pci_requests);418
Test_254;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/event.py;InstanceEvent;get_instance_uuid;return self.uuid;82
Test_255;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/driver.py;ComputeDriver;dhcp_options_for_instance;return None;1327
Test_256;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/driver.py;ComputeDriver;macs_for_instance;return None;1301
Test_257;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/driver.py;ComputeDriver;get_num_instances;return len(self.list_instances());181
Test_258;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/driver.py;ComputeDriver;get_per_instance_usage;return {};1421
Test_259;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/hardware.py;InstanceInfo;numa_usage_from_instances;return objects.NUMATopology(cells=cells);1648
Test_260;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/hardware.py;InstanceInfo;instance_topology_from_instance;return instance_numa_topology;1720
Test_261;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/host.py;Host;list_instance_domains;return doms;603
Test_262;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/utils.py;None;get_instance_path;return os.path.join(CONF.instances_path, instance.uuid);470
Test_263;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_device_names_for_instance;self.driver.default_device_names_for_instance(instance, root_device_name, *block_device_lists);1497
Test_264;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;compute_utils.notify_about_instance_create(context, instance, self.host, phase=fields.NotificationPhase.START);1977
Test_265;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.END);760
Test_266;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_notify_about_instance_usage;compute_utils.notify_about_instance_usage(self.notifier, context, instance, event_suffix, network_info=network_info, system_metadata=system_metadata, extra_usage_info=extra_usage_info, fault=fault);1663
Test_267;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_do_build_and_run_instance;self._build_and_run_instance(context, instance, image, decoded_files, admin_password, requested_networks, security_groups, block_device_mapping, node, limits, filter_properties);1852
Test_268;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion;self._delete_scheduler_instance_info(context, instance.uuid);763
Test_269;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._notify_about_instance_usage(context, instance, 'create.start', extra_usage_info={'image_name';1975
Test_270;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_default_block_device_names;self._default_device_names_for_instance(instance, root_device_name, ephemerals, swap, block_device_mapping);1555
Test_271;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;handle_lifecycle_event;self._sync_instance_power_state(context, instance, vm_power_state);1092
Test_272;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_update_scheduler_instance_info;self.scheduler_client.update_instance_info(context, self.host, instance);1638
Test_273;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_heal_instance_info_cache;self.network_api.get_instance_nw_info(context, instance);6121
Test_274;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._update_instance_after_spawn(context, instance);2115
Test_275;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.START);2434
Test_276;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/virt/libvirt/host.py;Host;_queue_event;self._event_notify_send.write(c);242
Test_277;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/compute/api.py;API;_create_instance;return (instances, reservation_id);1181
Test_278;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/virt/libvirt/imagebackend.py;Image;write_to_disk_info_file;tmp_file.write(('%s\n' % jsonutils.dumps(dct)));354
Test_279;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/virt/libvirt/driver.py;LibvirtDriver;_supports_direct_io;m.write(('x' * align_size));3082
Test_280;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/virt/libvirt/driver.py;LibvirtDriver;_supports_direct_io;os.write(fd, m);3083
Test_281;DISKIO_MISSING_FUNCTION_CALL-WRITE;/nova/image/glance.py;GlanceImageServiceV2;download;data.write(chunk);359
Test_282;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/network/neutronv2/api.py;API;_refresh_neutron_extensions_cache;self.extensions.clear();1028
Test_283;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/stats.py;Stats;clear;self.states.clear();33
Test_284;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/stats.py;Stats;clear;super(Stats, self).clear();31
Test_285;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/resource_tracker.py;ResourceTracker;_copy_resources;self.stats.clear();631
Test_286;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instances;self.tracked_instances.clear();1109
Test_287;URLLIB_MISSING_FUNCTION_CALL-CLEAR;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_migrations;self.tracked_migrations.clear();1016
Test_288;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;_hard_reboot;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, vifs_already_plugged=True);2615
Test_289;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/block_device.py;BlockDeviceDict;create_image_bdm;return BlockDeviceDict({'source_type';270
Test_290;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/utils.py;ExceptionHelper;get_auto_disk_config_from_image_props;return image_properties.get('auto_disk_config');1070
Test_291;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/utils.py;ExceptionHelper;get_image_from_system_metadata;return image_meta;1127
Test_292;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/utils.py;ExceptionHelper;get_system_metadata_from_image;return system_meta;1098
Test_293;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/notifications/base.py;None;image_meta;return image_meta;382
Test_294;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/api/ec2/ec2utils.py;None;image_type;return 'aki';69
Test_295;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/api/ec2/ec2utils.py;None;image_type;return 'ari';71
Test_296;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/api/openstack/compute/servers.py;ServersController;_image_from_req_data;return image_href;855
Test_297;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/api/openstack/compute/views/servers.py;ViewBuilder;_get_image;return {'id';263
Test_298;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/virt/hardware.py;InstanceInfo;_get_flavor_image_meta;return (flavor_policy, image_policy);1053
